B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0,,,,B0
